,0
1767,b'GetFileTitleW'
1768,b'GetFileType'
1769,b'GetFileVersionInfoA'
1770,b'GetFileVersionInfoSizeA'
1771,b'GetFileVersionInfoSizeW'
1772,b'GetFileVersionInfoW'
1773,b'GetFinalPathNameByHandleW'
1774,b'GetFirmwareEnvironmentVariableW'
1775,b'GetFocus'
1776,b'GetFontData'
1777,b'GetFontLanguageInfo'
1778,b'GetForegroundWindow'
1779,b'GetFullPathNameA'
1780,b'GetFullPathNameW'
1781,b'GetGUIThreadInfo'
1782,b'GetGeoInfoA'
1783,b'GetGlyphIndicesA'
1784,b'GetGlyphIndicesW'
1785,b'GetGlyphOutlineA'
1786,b'GetGlyphOutlineW'
1787,b'GetGraphicsMode'
1788,b'GetGuiResources'
1789,b'GetHGlobalFromStream'
1790,b'GetHandleInformation'
1791,b'GetIconInfo'
1792,b'GetIfEntry'
1793,b'GetIfTable'
1794,b'GetInputState'
1795,b'GetIpAddrTable'
1796,b'GetJobA'
1797,b'GetJobW'
1798,b'GetKBCodePage'
1799,b'GetKernelObjectSecurity'
1800,b'GetKerningPairsW'
1801,b'GetKeyNameTextA'
1802,b'GetKeyNameTextW'
1803,b'GetKeyState'
1804,b'GetKeyboardLayout'
1805,b'GetKeyboardLayoutList'
1806,b'GetKeyboardLayoutNameA'
1807,b'GetKeyboardLayoutNameW'
1808,b'GetKeyboardState'
1809,b'GetKeyboardType'
1810,b'GetLargePageMinimum'
1811,b'GetLargestConsoleWindowSize'
1812,b'GetLastActivePopup'
1813,b'GetLastError'
1814,b'GetLastInputInfo'
1815,b'GetLayeredWindowAttributes'
1816,b'GetLayout'
1817,b'GetLengthSid'
1818,b'GetListBoxInfo'
1819,b'GetLocalTime'
1820,b'GetLocaleInfoA'
1821,b'GetLocaleInfoEx'
1822,b'GetLocaleInfoW'
1823,b'GetLogicalDriveStringsA'
1824,b'GetLogicalDriveStringsW'
1825,b'GetLogicalDrives'
1826,b'GetLogicalProcessorInformation'
1827,b'GetLongPathNameA'
1828,b'GetLongPathNameW'
1829,b'GetMailslotInfo'
1830,b'GetMapMode'
1831,b'GetMappedFileNameA'
1832,b'GetMappedFileNameW'
1833,b'GetMaximumProcessorGroupCount'
1834,b'GetMenu'
1835,b'GetMenuBarInfo'
1836,b'GetMenuCheckMarkDimensions'
1837,b'GetMenuDefaultItem'
1838,b'GetMenuInfo'
1839,b'GetMenuItemCount'
1840,b'GetMenuItemID'
1841,b'GetMenuItemInfoA'
1842,b'GetMenuItemInfoW'
1843,b'GetMenuItemRect'
1844,b'GetMenuState'
1845,b'GetMenuStringA'
1846,b'GetMenuStringW'
1847,b'GetMessageA'
1848,b'GetMessageExtraInfo'
1849,b'GetMessagePos'
1850,b'GetMessageTime'
1851,b'GetMessageW'
1852,b'GetMetaFileBitsEx'
1853,b'GetMiterLimit'
1854,b'GetModuleBaseNameA'
1855,b'GetModuleBaseNameW'
1856,b'GetModuleFileNameA'
1857,b'GetModuleFileNameExA'
1858,b'GetModuleFileNameExW'
1859,b'GetModuleFileNameW'
1860,b'GetModuleHandleA'
1861,b'GetModuleHandleExA'
1862,b'GetModuleHandleExW'
1863,b'GetModuleHandleW'
1864,b'GetMonitorInfoA'
1865,b'GetMonitorInfoW'
1866,b'GetMouseMovePointsEx'
1867,b'GetNLSVersion'
1868,b'GetNamedPipeClientComputerNameA'
1869,b'GetNamedPipeClientComputerNameW'
1870,b'GetNamedPipeClientProcessId'
1871,b'GetNamedPipeClientSessionId'
1872,b'GetNamedPipeInfo'
1873,b'GetNamedPipeServerProcessId'
1874,b'GetNamedSecurityInfoA'
1875,b'GetNamedSecurityInfoW'
1876,b'GetNativeSystemInfo'
1877,b'GetNearestColor'
1878,b'GetNearestPaletteIndex'
1879,b'GetNetworkParams'
1880,b'GetNextDlgGroupItem'
1881,b'GetNextDlgTabItem'
1882,b'GetNumaHighestNodeNumber'
1883,b'GetNumaProcessorNode'
1884,b'GetNumberFormatA'
1885,b'GetNumberFormatW'
1886,b'GetNumberOfConsoleFonts'
1887,b'GetNumberOfConsoleInputEvents'
1888,b'GetNumberOfConsoleMouseButtons'
1889,b'GetNumberOfEventLogRecords'
1890,b'GetOEMCP'
1891,b'GetObjectA'
1892,b'GetObjectType'
1893,b'GetObjectW'
1894,b'GetOldestEventLogRecord'
1895,b'GetOpenClipboardWindow'
1896,b'GetOpenFileNameA'
1897,b'GetOpenFileNameW'
1898,b'GetOutlineTextMetricsA'
1899,b'GetOutlineTextMetricsW'
1900,b'GetOverlappedResult'
1901,b'GetPaletteEntries'
1902,b'GetParent'
1903,b'GetPath'
1904,b'GetPerAdapterInfo'
1905,b'GetPerformanceInfo'
1906,b'GetPixel'
1907,b'GetPixelFormat'
1908,b'GetPolyFillMode'
1909,b'GetPrinterA'
1910,b'GetPrinterDataA'
1911,b'GetPrinterDriverA'
1912,b'GetPrinterDriverDirectoryA'
1913,b'GetPrinterDriverDirectoryW'
1914,b'GetPrinterDriverW'
1915,b'GetPrinterW'
1916,b'GetPriorityClass'
1917,b'GetPriorityClipboardFormat'
1918,b'GetPrivateObjectSecurity'
1919,b'GetPrivateProfileIntA'
1920,b'GetPrivateProfileIntW'
1921,b'GetPrivateProfileSectionA'
1922,b'GetPrivateProfileSectionNamesA'
1923,b'GetPrivateProfileSectionNamesW'
1924,b'GetPrivateProfileSectionW'
1925,b'GetPrivateProfileStringA'
1926,b'GetPrivateProfileStringW'
1927,b'GetPrivateProfileStructA'
1928,b'GetPrivateProfileStructW'
1929,b'GetProcAddress'
1930,b'GetProcessAffinityMask'
1931,b'GetProcessDefaultLayout'
1932,b'GetProcessHandleCount'
1933,b'GetProcessHeap'
1934,b'GetProcessHeaps'
1935,b'GetProcessId'
1936,b'GetProcessIdOfThread'
1937,b'GetProcessImageFileNameA'
1938,b'GetProcessImageFileNameW'
1939,b'GetProcessIoCounters'
1940,b'GetProcessMemoryInfo'
1941,b'GetProcessPriorityBoost'
1942,b'GetProcessShutdownParameters'
1943,b'GetProcessTimes'
1944,b'GetProcessVersion'
1945,b'GetProcessWindowStation'
1946,b'GetProcessWorkingSetSize'
1947,b'GetProfileIntA'
1948,b'GetProfileIntW'
1949,b'GetProfileSectionA'
1950,b'GetProfileSectionW'
1951,b'GetProfileStringA'
1952,b'GetProfileStringW'
1953,b'GetPropA'
1954,b'GetPropW'
1955,b'GetPwrCapabilities'
1956,b'GetQueueStatus'
1957,b'GetQueuedCompletionStatus'
1958,b'GetQueuedCompletionStatusEx'
1959,b'GetROP2'
1960,b'GetRawInputBuffer'
1961,b'GetRawInputDeviceInfoW'
1962,b'GetRawInputDeviceList'
1963,b'GetRecordInfoFromGuids'
1964,b'GetRegionData'
1965,b'GetRegisteredRawInputDevices'
1966,b'GetRgnBox'
1967,b'GetRunningObjectTable'
1968,b'GetSaveFileNameA'
1969,b'GetSaveFileNameW'
1970,b'GetScrollBarInfo'
1971,b'GetScrollInfo'
1972,b'GetScrollPos'
1973,b'GetScrollRange'
1974,b'GetSecurityDescriptorControl'
1975,b'GetSecurityDescriptorDacl'
1976,b'GetSecurityDescriptorGroup'
1977,b'GetSecurityDescriptorLength'
1978,b'GetSecurityDescriptorOwner'
1979,b'GetSecurityDescriptorSacl'
1980,b'GetSecurityInfo'
1981,b'GetShellWindow'
1982,b'GetShortPathNameA'
1983,b'GetShortPathNameW'
1984,b'GetSidIdentifierAuthority'
1985,b'GetSidLengthRequired'
1986,b'GetSidSubAuthority'
1987,b'GetSidSubAuthorityCount'
1988,b'GetStartupInfoA'
1989,b'GetStartupInfoW'
1990,b'GetStdHandle'
1991,b'GetStockObject'
1992,b'GetStretchBltMode'
1993,b'GetStringScripts'
1994,b'GetStringTypeA'
1995,b'GetStringTypeExA'
1996,b'GetStringTypeExW'
1997,b'GetStringTypeW'
1998,b'GetSubMenu'
1999,b'GetSysColor'
2000,b'GetSysColorBrush'
2001,b'GetSystemDefaultLCID'
2002,b'GetSystemDefaultLangID'
2003,b'GetSystemDefaultLocaleName'
2004,b'GetSystemDefaultUILanguage'
2005,b'GetSystemDirectoryA'
2006,b'GetSystemDirectoryW'
2007,b'GetSystemInfo'
2008,b'GetSystemMenu'
2009,b'GetSystemMetrics'
2010,b'GetSystemPaletteEntries'
2011,b'GetSystemPaletteUse'
2012,b'GetSystemPowerStatus'
2013,b'GetSystemRegistryQuota'
2014,b'GetSystemTime'
2015,b'GetSystemTimeAdjustment'
2016,b'GetSystemTimeAsFileTime'
2017,b'GetSystemTimes'
2018,b'GetSystemWindowsDirectoryW'
2019,b'GetSystemWow64DirectoryW'
2020,b'GetTabbedTextExtentA'
2021,b'GetTabbedTextExtentW'
2022,b'GetTapeParameters'
2023,b'GetTapePosition'
2024,b'GetTapeStatus'
2025,b'GetTempFileNameA'
2026,b'GetTempFileNameW'
2027,b'GetTempPathA'
2028,b'GetTempPathW'
2029,b'GetTextAlign'
2030,b'GetTextCharacterExtra'
2031,b'GetTextCharset'
2032,b'GetTextCharsetInfo'
2033,b'GetTextColor'
2034,b'GetTextExtentExPointA'
2035,b'GetTextExtentExPointI'
2036,b'GetTextExtentExPointW'
2037,b'GetTextExtentPoint32A'
2038,b'GetTextExtentPoint32W'
2039,b'GetTextExtentPointA'
2040,b'GetTextExtentPointI'
2041,b'GetTextExtentPointW'
2042,b'GetTextFaceA'
2043,b'GetTextFaceW'
2044,b'GetTextMetricsA'
2045,b'GetTextMetricsW'
2046,b'GetThemeBackgroundExtent'
2047,b'GetThemeColor'
2048,b'GetThemeEnumValue'
2049,b'GetThemeFont'
2050,b'GetThemeInt'
2051,b'GetThemeMetric'
2052,b'GetThemePartSize'
2053,b'GetThemeSysColor'
2054,b'GetThemeSysFont'
2055,b'GetThreadContext'
2056,b'GetThreadDesktop'
2057,b'GetThreadIOPendingFlag'
2058,b'GetThreadId'
2059,b'GetThreadLocale'
2060,b'GetThreadPriority'
2061,b'GetThreadPriorityBoost'
2062,b'GetThreadSelectorEntry'
2063,b'GetThreadTimes'
2064,b'GetTickCount'
2065,b'GetTickCount64'
2066,b'GetTimeFormatA'
2067,b'GetTimeFormatW'
2068,b'GetTimeZoneInformation'
2069,b'GetTitleBarInfo'
2070,b'GetTokenInformation'
2071,b'GetTopWindow'
2072,b'GetTraceEnableFlags'
2073,b'GetTraceEnableLevel'
2074,b'GetTraceLoggerHandle'
2075,b'GetUpdateRect'
2076,b'GetUpdateRgn'
2077,b'GetUserDefaultLCID'
2078,b'GetUserDefaultLangID'
2079,b'GetUserDefaultLocaleName'
2080,b'GetUserDefaultUILanguage'
2081,b'GetUserGeoID'
2082,b'GetUserNameA'
2083,b'GetUserNameExW'
2084,b'GetUserNameW'
2085,b'GetUserObjectInformationA'
2086,b'GetUserObjectInformationW'
2087,b'GetUserObjectSecurity'
2088,b'GetUserPreferredUILanguages'
2089,b'GetUserProfileDirectoryW'
2090,b'GetVersion'
2091,b'GetVersionExA'
2092,b'GetVersionExW'
2093,b'GetViewportExtEx'
2094,b'GetViewportOrgEx'
2095,b'GetVolumeInformationA'
2096,b'GetVolumeInformationW'
2097,b'GetVolumeNameForVolumeMountPointW'
2098,b'GetVolumePathNameA'
2099,b'GetVolumePathNameW'
2100,b'GetVolumePathNamesForVolumeNameW'
2101,b'GetWinMetaFileBits'
2102,b'GetWindow'
2103,b'GetWindowContextHelpId'
2104,b'GetWindowDC'
2105,b'GetWindowExtEx'
2106,b'GetWindowInfo'
2107,b'GetWindowLongA'
2108,b'GetWindowLongPtrA'
2109,b'GetWindowLongPtrW'
2110,b'GetWindowLongW'
2111,b'GetWindowModuleFileNameW'
2112,b'GetWindowOrgEx'
2113,b'GetWindowPlacement'
2114,b'GetWindowRect'
2115,b'GetWindowRgn'
2116,b'GetWindowTextA'
2117,b'GetWindowTextLengthA'
2118,b'GetWindowTextLengthW'
2119,b'GetWindowTextW'
2120,b'GetWindowTheme'
2121,b'GetWindowThreadProcessId'
2122,b'GetWindowWord'
2123,b'GetWindowsAccountDomainSid'
2124,b'GetWindowsDirectoryA'
2125,b'GetWindowsDirectoryW'
2126,b'GlobalAddAtomA'
2127,b'GlobalAddAtomW'
2128,b'GlobalAlloc'
2129,b'GlobalDeleteAtom'
2130,b'GlobalFindAtomA'
2131,b'GlobalFindAtomW'
2132,b'GlobalFlags'
2133,b'GlobalFree'
2134,b'GlobalGetAtomNameA'
2135,b'GlobalGetAtomNameW'
2136,b'GlobalHandle'
2137,b'GlobalLock'
2138,b'GlobalMemoryStatus'
2139,b'GlobalMemoryStatusEx'
2140,b'GlobalReAlloc'
2141,b'GlobalSize'
2142,b'GlobalUnlock'
2143,b'GopherFindFirstFileW'
2144,b'GradientFill'
2145,b'GrayStringA'
2146,b'GrayStringW'
2147,b'HBITMAP_UserUnmarshal'
2148,b'HGLOBAL_UserMarshal'
2149,b'HGLOBAL_UserSize'
2150,b'HICON_UserFree'
2151,b'HWND_UserMarshal'
2152,b'HeapAlloc'
2153,b'HeapCompact'
2154,b'HeapCreate'
2155,b'HeapDestroy'
2156,b'HeapFree'
2157,b'HeapLock'
2158,b'HeapQueryInformation'
2159,b'HeapReAlloc'
2160,b'HeapSetInformation'
2161,b'HeapSize'
2162,b'HeapValidate'
2163,b'HeapWalk'
2164,b'HideCaret'
2165,b'HiliteMenuItem'
2166,b'HttpAddRequestHeadersA'
2167,b'HttpAddRequestHeadersW'
2168,b'HttpEndRequestA'
2169,b'HttpOpenRequestA'
2170,b'HttpOpenRequestW'
2171,b'HttpQueryInfoA'
2172,b'HttpQueryInfoW'
2173,b'HttpSendRequestA'
2174,b'HttpSendRequestExA'
2175,b'HttpSendRequestW'
2176,b'IIDFromString'
2177,b'IUnknown_AddRef_Proxy'
2178,b'IUnknown_QueryInterface_Proxy'
2179,b'IUnknown_Release_Proxy'
2180,b'I_RpcBindingIsClientLocal'
2181,b'I_RpcMapWin32Status'
2182,b'IcmpCloseHandle'
2183,b'IcmpCreateFile'
2184,b'IcmpSendEcho'
2185,b'ImageDirectoryEntryToData'
2186,b'ImageList_Add'
2187,b'ImageList_AddMasked'
2188,b'ImageList_BeginDrag'
2189,b'ImageList_Copy'
2190,b'ImageList_Create'
2191,b'ImageList_Destroy'
2192,b'ImageList_DragEnter'
2193,b'ImageList_DragLeave'
2194,b'ImageList_DragMove'
2195,b'ImageList_DragShowNolock'
2196,b'ImageList_Draw'
2197,b'ImageList_DrawEx'
2198,b'ImageList_DrawIndirect'
2199,b'ImageList_Duplicate'
2200,b'ImageList_EndDrag'
2201,b'ImageList_GetBkColor'
2202,b'ImageList_GetDragImage'
2203,b'ImageList_GetIcon'
2204,b'ImageList_GetIconSize'
2205,b'ImageList_GetImageCount'
2206,b'ImageList_GetImageInfo'
2207,b'ImageList_LoadImageW'
2208,b'ImageList_Merge'
2209,b'ImageList_Read'
2210,b'ImageList_Remove'
2211,b'ImageList_Replace'
2212,b'ImageList_ReplaceIcon'
2213,b'ImageList_SetBkColor'
2214,b'ImageList_SetDragCursorImage'
2215,b'ImageList_SetFilter'
2216,b'ImageList_SetIconSize'
2217,b'ImageList_SetImageCount'
2218,b'ImageList_SetOverlayImage'
2219,b'ImageList_Write'
2220,b'ImageNtHeader'
2221,b'ImageRvaToSection'
2222,b'ImmAssociateContext'
2223,b'ImmGetCandidateListA'
2224,b'ImmGetCompositionStringA'
2225,b'ImmGetCompositionStringW'
2226,b'ImmGetContext'
2227,b'ImmGetConversionStatus'
2228,b'ImmGetDefaultIMEWnd'
2229,b'ImmGetOpenStatus'
2230,b'ImmIsIME'
2231,b'ImmNotifyIME'
2232,b'ImmReleaseContext'
2233,b'ImmSetCandidateWindow'
2234,b'ImmSetCompositionFontA'
2235,b'ImmSetCompositionFontW'
2236,b'ImmSetCompositionWindow'
2237,b'ImmSetConversionStatus'
2238,b'ImmSetOpenStatus'
2239,b'ImmSimulateHotKey'
2240,b'ImpersonateDdeClientWindow'
2241,b'ImpersonateLoggedOnUser'
2242,b'ImpersonateNamedPipeClient'
2243,b'ImpersonateSelf'
2244,b'InSendMessage'
2245,b'InSendMessageEx'
2246,b'InflateRect'
2247,b'InitAtomTable'
2248,b'InitCommonControls'
2249,b'InitCommonControlsEx'
2250,b'InitOnceExecuteOnce'
2251,b'InitializeAcl'
2252,b'InitializeCriticalSection'
2253,b'InitializeCriticalSectionAndSpinCount'
2254,b'InitializeCriticalSectionEx'
2255,b'InitializeFlatSB'
2256,b'InitializeSListHead'
2257,b'InitializeSecurityContextW'
2258,b'InitializeSecurityDescriptor'
2259,b'InitializeSid'
2260,b'InitiateSystemShutdownA'
2261,b'InitiateSystemShutdownExW'
2262,b'InitiateSystemShutdownW'
2263,b'InsertMenuA'
2264,b'InsertMenuItemA'
2265,b'InsertMenuItemW'
2266,b'InsertMenuW'
2267,b'InterlockedCompareExchange'
2268,b'InterlockedCompareExchange64'
2269,b'InterlockedDecrement'
2270,b'InterlockedExchange'
2271,b'InterlockedExchangeAdd'
2272,b'InterlockedFlushSList'
2273,b'InterlockedIncrement'
2274,b'InterlockedPopEntrySList'
2275,b'InterlockedPushEntrySList'
2276,b'InternalGetWindowText'
2277,b'InternetCanonicalizeUrlA'
2278,b'InternetCanonicalizeUrlW'
2279,b'InternetCheckConnectionA'
2280,b'InternetCloseHandle'
2281,b'InternetConnectA'
2282,b'InternetConnectW'
2283,b'InternetCrackUrlA'
2284,b'InternetCrackUrlW'
2285,b'InternetErrorDlg'
2286,b'InternetFindNextFileA'
2287,b'InternetGetConnectedState'
2288,b'InternetGetLastResponseInfoA'
2289,b'InternetGetLastResponseInfoW'
2290,b'InternetOpenA'
2291,b'InternetOpenUrlA'
2292,b'InternetOpenUrlW'
2293,b'InternetOpenW'
2294,b'InternetQueryDataAvailable'
2295,b'InternetQueryOptionA'
2296,b'InternetQueryOptionW'
2297,b'InternetReadFile'
2298,b'InternetReadFileExA'
2299,b'InternetSetCookieA'
2300,b'InternetSetFilePointer'
2301,b'InternetSetOptionA'
2302,b'InternetSetOptionW'
2303,b'InternetSetStatusCallback'
2304,b'InternetSetStatusCallbackA'
2305,b'InternetTimeToSystemTime'
2306,b'InternetWriteFile'
2307,b'IntersectClipRect'
2308,b'IntersectRect'
2309,b'InvalidateRect'
2310,b'InvalidateRgn'
2311,b'InvertRect'
2312,b'IoAllocateMdl'
2313,b'IoAllocateWorkItem'
2314,b'IoConnectInterruptEx'
2315,b'IoCreateDevice'
2316,b'IoCreateSymbolicLink'
2317,b'IoCreateSynchronizationEvent'
2318,b'IoDeleteDevice'
2319,b'IoDeleteSymbolicLink'
2320,b'IoFreeMdl'
2321,b'IoGetDeviceObjectPointer'
2322,b'IoGetDeviceProperty'
2323,b'IoGetRelatedDeviceObject'
2324,b'IoReleaseCancelSpinLock'
2325,b'IoSetDeviceInterfaceState'
2326,b'IoSizeofWorkItem'
2327,b'IoWMIRegistrationControl'
2328,b'IofCompleteRequest'
2329,b'IpReleaseAddress'
2330,b'IpRenewAddress'
2331,b'IsAccelerator'
2332,b'IsAppThemed'
2333,b'IsBadCodePtr'
2334,b'IsBadHugeWritePtr'
2335,b'IsBadReadPtr'
2336,b'IsBadStringPtrA'
2337,b'IsBadStringPtrW'
2338,b'IsBadWritePtr'
2339,b'IsCharAlphaA'
2340,b'IsCharAlphaNumericA'
2341,b'IsCharAlphaNumericW'
2342,b'IsCharAlphaW'
2343,b'IsCharLowerA'
2344,b'IsCharLowerW'
2345,b'IsCharUpperA'
2346,b'IsCharUpperW'
2347,b'IsChild'
2348,b'IsClipboardFormatAvailable'
2349,b'IsDBCSLeadByte'
2350,b'IsDBCSLeadByteEx'
2351,b'IsDebuggerPresent'
2352,b'IsDialogMessageA'
2353,b'IsDialogMessageW'
2354,b'IsDlgButtonChecked'
2355,b'IsEqualGUID'
2356,b'IsGUIThread'
2357,b'IsHungAppWindow'
2358,b'IsIconic'
2359,b'IsMenu'
2360,b'IsProcessInJob'
2361,b'IsProcessorFeaturePresent'
2362,b'IsRectEmpty'
2363,b'IsSystemResumeAutomatic'
2364,b'IsTextUnicode'
2365,b'IsThemeActive'
2366,b'IsThemeBackgroundPartiallyTransparent'
2367,b'IsUserAnAdmin'
2368,b'IsValidAcl'
2369,b'IsValidCodePage'
2370,b'IsValidLanguageGroup'
2371,b'IsValidLocale'
2372,b'IsValidLocaleName'
2373,b'IsValidSecurityDescriptor'
2374,b'IsValidSid'
2375,b'IsValidURL'
2376,b'IsWindow'
2377,b'IsWindowEnabled'
2378,b'IsWindowUnicode'
2379,b'IsWindowVisible'
2380,b'IsWow64Process'
2381,b'IsZoomed'
2382,b'K32GetModuleFileNameExW'
2383,b'K32GetProcessImageFileNameW'
2384,b'KbdLayerDescriptor'
2385,b'KeAcquireInStackQueuedSpinLock'
2386,b'KeBugCheckEx'
2387,b'KeCancelTimer'
2388,b'KeClearEvent'
2389,b'KeGetCurrentIrql'
2390,b'KeGetCurrentNodeNumber'
2391,b'KeInitializeDpc'
2392,b'KeInitializeTimer'
2393,b'KeInsertQueueDpc'
2394,b'KeQueryPerformanceCounter'
2395,b'KeQuerySystemTime'
2396,b'KeReleaseInStackQueuedSpinLock'
2397,b'KeReleaseSemaphore'
2398,b'KeResetEvent'
2399,b'KeRestoreExtendedProcessorState'
2400,b'KeSetEvent'
2401,b'KeSetSystemGroupAffinityThread'
2402,b'KeStallExecutionProcessor'
2403,b'KeWaitForSingleObject'
2404,b'KillTimer'
2405,b'LCMapStringA'
2406,b'LCMapStringEx'
2407,b'LCMapStringW'
2408,b'LHashValOfNameSys'
2409,b'LPtoDP'
2410,b'LZCopy'
2411,b'LZOpenFileW'
2412,b'LZSeek'
2413,b'LeaveCriticalSection'
2414,b'LineDDA'
2415,b'LineTo'
2416,b'LoadAcceleratorsA'
2417,b'LoadAcceleratorsW'
2418,b'LoadBitmapA'
2419,b'LoadBitmapW'
2420,b'LoadCursorA'
2421,b'LoadCursorFromFileA'
2422,b'LoadCursorFromFileW'
2423,b'LoadCursorW'
2424,b'LoadIconA'
2425,b'LoadIconW'
2426,b'LoadImageA'
2427,b'LoadImageW'
2428,b'LoadKeyboardLayoutA'
2429,b'LoadKeyboardLayoutW'
2430,b'LoadLibraryA'
2431,b'LoadLibraryExA'
2432,b'LoadLibraryExW'
2433,b'LoadLibraryW'
2434,b'LoadMenuA'
2435,b'LoadMenuW'
2436,b'LoadRegTypeLib'
2437,b'LoadResource'
2438,b'LoadStringA'
2439,b'LoadStringW'
2440,b'LoadTypeLib'
2441,b'LoadTypeLibEx'
2442,b'LoadUserProfileW'
2443,b'LocalAlloc'
2444,b'LocalCompact'
2445,b'LocalFileTimeToFileTime'
2446,b'LocalFlags'
2447,b'LocalFree'
2448,b'LocalHandle'
2449,b'LocalLock'
2450,b'LocalReAlloc'
2451,b'LocalSize'
2452,b'LocalUnlock'
2453,b'LocalizeSetLangID'
2454,b'LocalizeString'
2455,b'LockFile'
2456,b'LockFileEx'
2457,b'LockResource'
2458,b'LockServiceDatabase'
2459,b'LockSetForegroundWindow'
2460,b'LockWindowUpdate'
2461,b'LockWorkStation'
2462,b'LogonUserA'
2463,b'LogonUserW'
2464,b'LookupAccountNameA'
2465,b'LookupAccountNameW'
2466,b'LookupAccountSidA'
2467,b'LookupAccountSidW'
2468,b'LookupIconIdFromDirectoryEx'
2469,b'LookupPrivilegeNameA'
2470,b'LookupPrivilegeNameW'
2471,b'LookupPrivilegeValueA'
2472,b'LookupPrivilegeValueW'
2473,b'LpkDrawTextEx'
2474,b'LpkEditControl'
2475,b'LpkExtTextOut'
2476,b'LpkGetCharacterPlacement'
2477,b'LpkGetTextExtentExPoint'
2478,b'LpkInitialize'
2479,b'LpkPSMTextOut'
2480,b'LpkPresent'
2481,b'LpkTabbedTextOut'
2482,b'LpkUseGDIWidthCache'
2483,b'LresultFromObject'
2484,b'LsaAddAccountRights'
2485,b'LsaClose'
2486,b'LsaFreeMemory'
2487,b'LsaLookupSids'
2488,b'LsaOpenPolicy'
2489,b'LsaQueryInformationPolicy'
2490,b'LsaRetrievePrivateData'
2491,b'LsaSetInformationPolicy'
2492,b'LsaStorePrivateData'
2493,b'MOZ_CrashOOL'
2494,b'MOZ_CrashPrintf'
2495,b'MainWndProc'
2496,b'MakeAbsoluteSD'
2497,b'MakeSelfRelativeSD'
2498,b'MakeSureDirectoryPathExists'
2499,b'MapDialogRect'
2500,b'MapGenericMask'
2501,b'MapViewOfFile'
2502,b'MapViewOfFileEx'
2503,b'MapVirtualKeyA'
2504,b'MapVirtualKeyExA'
2505,b'MapVirtualKeyExW'
2506,b'MapVirtualKeyW'
2507,b'MapWindowPoints'
2508,b'MaskBlt'
2509,b'MenuItemFromPoint'
2510,b'MessageBeep'
2511,b'MessageBoxA'
2512,b'MessageBoxExA'
2513,b'MessageBoxIndirectA'
2514,b'MessageBoxIndirectW'
2515,b'MessageBoxTimeoutA'
2516,b'MessageBoxW'
2517,b'MethCallEngine'
2518,b'MiniDumpWriteDump'
2519,b'MkParseDisplayName'
2520,b'MmAllocatePagesForMdl'
2521,b'MmBuildMdlForNonPagedPool'
2522,b'MmFreeContiguousMemory'
2523,b'MmFreePagesFromMdl'
2524,b'MmGetSystemRoutineAddress'
2525,b'MmMapIoSpace'
2526,b'MmMapLockedPagesSpecifyCache'
2527,b'MmMapLockedPagesWithReservedMapping'
2528,b'MmUnmapLockedPages'
2529,b'MoFreeMediaType'
2530,b'ModifyMenuA'
2531,b'ModifyMenuW'
2532,b'ModifyWorldTransform'
2533,b'Module32First'
2534,b'Module32FirstW'
2535,b'Module32Next'
2536,b'Module32NextW'
2537,b'MonitorFromPoint'
2538,b'MonitorFromRect'
2539,b'MonitorFromWindow'
2540,b'MoveFileA'
2541,b'MoveFileExA'
2542,b'MoveFileExW'
2543,b'MoveFileW'
2544,b'MoveFileWithProgressA'
2545,b'MoveToEx'
2546,b'MoveWindow'
2547,b'MsgWaitForMultipleObjects'
2548,b'MsgWaitForMultipleObjectsEx'
2549,b'MulDiv'
2550,b'MultiByteToWideChar'
2551,b'NdisAdvanceNetBufferDataStart'
2552,b'NdisAllocateGenericObject'
2553,b'NdisAllocateNetBufferListPool'
2554,b'NdisFreeGenericObject'
2555,b'NdisFreeNetBufferListPool'
2556,b'NdisGetDataBuffer'
2557,b'NdisRetreatNetBufferDataStart'
2558,b'NdrAsyncClientCall'
2559,b'NdrAsyncServerCall'
2560,b'NdrCStdStubBuffer_Release'
2561,b'NdrClientCall2'
2562,b'NdrClientInitialize'
2563,b'NdrClientInitializeNew'
2564,b'NdrDllCanUnloadNow'
2565,b'NdrDllGetClassObject'
2566,b'NdrDllRegisterProxy'
2567,b'NdrDllUnregisterProxy'
2568,b'NdrOleAllocate'
2569,b'NdrOleFree'
2570,b'NdrServerCall2'
2571,b'NetApiBufferFree'
2572,b'NetGetJoinInformation'
2573,b'NetLocalGroupAddMembers'
2574,b'NetServerGetInfo'
2575,b'NetShareEnum'
2576,b'NetUserAdd'
2577,b'NetUserEnum'
2578,b'NetUserGetInfo'
2579,b'NetUserModalsGet'
2580,b'NetWkstaGetInfo'
2581,b'Netbios'
2582,b'NotifyBootConfigStatus'
2583,b'NotifyUILanguageChange'
2584,b'NotifyWinEvent'
2585,b'NtAccessCheckAndAuditAlarm'
2586,b'NtAdjustPrivilegesToken'
2587,b'NtAlertThread'
2588,b'NtAllocateVirtualMemory'
2589,b'NtClose'
2590,b'NtCloseObjectAuditAlarm'
2591,b'NtCreateKey'
2592,b'NtDeleteFile'
2593,b'NtDeleteKey'
2594,b'NtDeleteObjectAuditAlarm'
2595,b'NtDeleteValueKey'
2596,b'NtDuplicateToken'
2597,b'NtEnumerateKey'
2598,b'NtFlushKey'
2599,b'NtInitializeRegistry'
2600,b'NtLoadDriver'
2601,b'NtOpenDirectoryObject'
2602,b'NtOpenFile'
